7	9373706	9376434	INVDP
7	11922115	11925709	DUP
7	11922116	11926095	INVDP
7	12097563	12101519	DUP
7	12302187	12307232	INVDP
7	13573457	13577500	INVDP
7	13573457	13577500	INVDP
7	13573457	13577500	INVDP
7	13573457	13577500	INVDP
7	13573458	13577500	DUP
7	29696878	29697602	DUP
7	29696969	29697602	DUP
7	29697603	29697621	NOTAL
7	12210941	12467982	CentroMiner
8	1	1025	NOTAL
8	1302	28442022	SYN
8	1941542	1942335	DUP
8	6661213	6662993	INVDP
8	9161460	9164329	INVDP
8	28442023	28443022	NOTAL
8	12913884	13137985	CentroMiner
9	1	1000	NOTAL
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	37815	DUP
9	1001	22987304	SYN
9	5682	37815	DUP
9	1020370	1023088	INVDP
9	2935289	2936785	INVDP
9	9327264	9335807	INVDP
9	22966512	22966789	INVDP
9	22988945	23012720	NOTAL
9	6644864	7361723	CentroMiner
10	1	1000	NOTAL
10	1001	1409	DUP
10	1001	1409	INVDP
10	1001	1409	INVDP
10	1006	3280071	SYN
10	1154	1409	DUP
10	1051090	1052787	INVDP
10	3281725	8117103	SYN
10	8117104	8161067	NOTAL
10	8161068	8162686	TRANS
10	8162687	8205855	NOTAL
10	8206371	8207640	NOTAL
10	8207641	10711037	SYN
10	8251901	8259643	INVDP
10	10711038	10711055	NOTAL
10	10711376	10823099	SYN
10	10823049	16007153	SYN
10	16007154	16007371	NOTAL
10	16014530	16014740	NOTAL
10	16014741	23206287	SYN
10	20462676	20477455	INVDP
10	23206288	23207287	NOTAL
10	8317621	8746339	CentroMiner
11	1	1000	NOTAL
11	1001	6603009	SYN
11	6603010	6632547	NOTAL
11	6632548	7993539	SYN
11	7178990	7183089	INVDP
11	7996181	12039447	SYN
11	12039448	12042723	NOTAL
11	12078699	12078845	NOTAL
11	12120590	12180279	NOTAL
11	12180280	12180697	DUP
11	12180280	12180942	SYN
11	12180306	12180950	DUP
11	12180951	12181929	NOTAL
11	12181930	12182969	SYN
11	12182255	12182999	DUP
11	12182656	12183506	DUP
11	12182849	12185767	SYN
11	12185768	12186485	NOTAL
11	12186486	12187423	TRANS
11	12187424	12188691	NOTAL
11	12188692	12189799	TRANS
11	12188933	12189292	DUP
11	12189800	12194414	NOTAL
11	12194415	12195180	INVDP
11	12195181	12267687	NOTAL
11	12267688	12268075	SYN
11	12268076	12271409	NOTAL
11	12271410	12299806	SYN
11	12299807	12301697	NOTAL
11	12301698	12301982	DUP
11	12301785	12302253	SYN
11	12302254	12305042	NOTAL
11	12305043	12305397	TRANS
11	12306083	12306596	NOTAL
11	12306878	12316023	NOTAL
11	12316024	12316787	SYN
11	12316788	12325734	NOTAL
11	12325735	12326257	TRANS
11	12326258	12482615	NOTAL
11	12482616	15857777	SYN
11	14913074	14916598	INVDP
11	15592218	15596592	INVDP
11	15858195	15858264	NOTAL
11	15858265	16490410	SYN
11	16533418	16533429	NOTAL
11	16533430	19782061	SYN
11	19782062	19796079	NOTAL
11	19817422	19817424	NOTAL
11	19852764	19852789	NOTAL
11	19852790	29020106	SYN
11	29020107	29021106	NOTAL
11	12889381	14265047	CentroMiner
12	1	1000	NOTAL
12	1001	3893329	SYN
12	3900064	27530856	SYN
12	17312989	17324425	INVDP
12	27530857	27531856	NOTAL
12	11961796	12513381	CentroMiner
