seq_id	GCtotal	GC1	GC2	GC3 
sl01g00041	44.3326626425218	53.92354124748491	37.42454728370221	41.64989939637827
sl01g00042	38.50931677018634	50.93167701863354	40.37267080745342	24.22360248447205
sl01g00043	38.14262023217247	46.766169154228855	35.32338308457712	32.33830845771144
sl01g00044	35.283687943262414	45.744680851063826	35.1063829787234	25.0
sl01g00045	37.27810650887574	42.01183431952663	39.64497041420118	30.17751479289941
sl01g00046	39.31436907366886	49.671772428884026	35.88621444201313	32.38512035010941
sl01g00047	48.17204301075269	53.54838709677419	48.70967741935484	42.25806451612903
sl01g00048	35.28138528138528	43.83116883116883	34.09090909090909	27.92207792207792
sl01g00049	37.150127226463106	42.74809160305343	36.6412213740458	32.06106870229008
sl01g00050	39.7979797979798	47.27272727272727	50.90909090909091	21.21212121212121
sl01g00051	44.65075154730327	59.41644562334218	35.80901856763926	38.726790450928384
sl01g00052	44.31818181818182	54.54545454545455	40.22727272727273	38.18181818181818
sl01g00053	40.33214709371293	49.11032028469751	40.213523131672595	31.672597864768683
sl01g00054	45.101553166069294	48.028673835125446	40.14336917562724	47.132616487455195
sl01g00055	37.138508371385086	42.465753424657535	42.009132420091326	26.940639269406393
sl01g00056	39.682539682539684	46.82539682539682	42.857142857142854	29.365079365079364
sl01g00057	41.77704194260485	51.49006622516556	39.23841059602649	34.602649006622514
sl01g00058	40.749414519906324	45.90163934426229	41.92037470725995	34.42622950819672
sl01g00059	44.15064102564103	50.96153846153846	37.98076923076923	43.50961538461539
sl01g00060	40.6301824212272	42.288557213930346	40.298507462686565	39.30348258706468
sl01g00061	39.966832504145934	42.288557213930346	40.79601990049751	36.81592039800995
sl01g00062	51.075268817204304	56.45161290322581	43.54838709677419	53.225806451612904
sl01g00063	43.521594684385384	45.84717607973422	43.521594684385384	41.19601328903654
sl01g00064	31.44144144144144	39.189189189189186	32.432432432432435	22.7027027027027
sl01g00065	46.19686800894855	52.348993288590606	45.97315436241611	40.26845637583892
sl01g00066	35.0354609929078	45.53191489361702	34.04255319148936	25.53191489361702
sl01g00067	42.82560706401766	47.682119205298015	42.384105960264904	38.41059602649007
sl01g00068	35.2046783625731	38.24561403508772	34.03508771929825	33.333333333333336
sl01g00069	39.05070118662351	40.45307443365696	39.80582524271845	36.89320388349515
sl01g00070	40.689655172413794	47.241379310344826	34.48275862068966	40.3448275862069
sl01g00071	36.09756097560975	51.707317073170735	39.02439024390244	17.5609756097561
sl01g00072	39.729119638826184	42.21218961625282	37.47178329571106	39.503386004514674
sl01g00073	42.420212765957444	49.33510638297872	38.430851063829785	39.494680851063826
sl01g00074	38.122605363984675	43.10344827586207	36.206896551724135	35.05747126436781
sl01g00075	37.51705320600273	41.88267394270123	35.19781718963165	35.470668485675304
sl01g00076	38.319260152794534	41.3751507840772	36.55006031363088	37.03256936067551
sl01g00077	41.97530864197531	40.74074074074074	51.851851851851855	33.333333333333336
sl01g00078	36.91756272401434	45.16129032258065	37.634408602150536	27.956989247311828
sl01g00079	38.13427010148322	43.79391100702576	35.36299765807963	35.24590163934426
sl01g00080	44.13145539906103	47.88732394366197	43.66197183098591	40.84507042253521
sl01g00081	38.25136612021858	40.98360655737705	39.34426229508197	34.42622950819672
sl01g00082	38.8383181621153	44.47334200260078	36.15084525357607	35.890767230169054
sl01g00083	35.7429718875502	36.144578313253014	28.91566265060241	42.16867469879518
sl01g00084	41.830065359477125	39.21568627450981	40.19607843137255	46.07843137254902
sl01g00085	43.790849673202615	50.326797385620914	37.908496732026144	43.13725490196079
sl01g00086	42.54783484390735	47.2809667673716	39.57703927492447	40.78549848942598
sl01g00087	40.7040704070407	54.45544554455446	33.663366336633665	33.993399339933994
sl01g00088	50.856389986824766	52.569169960474305	64.03162055335969	35.96837944664031
sl01g00089	40.67164179104478	48.88059701492537	46.26865671641791	26.865671641791046
sl01g00090	45.23809523809524	51.0989010989011	51.64835164835165	32.967032967032964
sl01g00091	42.229729729729726	35.13513513513514	47.63513513513514	43.91891891891892
sl01g00092	34.883720930232556	33.72093023255814	20.930232558139537	50.0
sl01g00093	37.61118170266836	43.710292249047015	34.68869123252859	34.43456162642948
sl01g00094	43.29501915708812	42.241379310344826	48.275862068965516	39.367816091954026
sl01g00095	43.2192648922687	41.444866920152094	50.19011406844106	38.02281368821293
sl01g00096	38.80952380952381	47.857142857142854	39.642857142857146	28.928571428571427
sl01g00097	41.4481897627965	47.940074906367045	43.82022471910113	32.58426966292135
sl01g00098	35.56174558960074	37.60445682451253	37.60445682451253	31.47632311977716
sl01g00099	39.6551724137931	45.073891625615765	38.669950738916256	35.22167487684729
sl01g00100	37.489177489177486	44.675324675324674	37.66233766233766	30.12987012987013
sl01g00101	42.67515923566879	53.82165605095541	38.21656050955414	35.98726114649681
sl01g00102	47.107438016528924	58.18181818181818	49.09090909090909	34.049586776859506
sl01g00103	44.90106544901065	52.51141552511415	45.662100456621005	36.529680365296805
sl01g00104	36.17424242424242	45.45454545454545	30.681818181818183	32.38636363636363
sl01g00105	38.1791483113069	43.61233480176212	40.08810572687225	30.837004405286343
sl01g00106	42.97734627831715	44.271844660194176	44.077669902912625	40.58252427184466
sl01g00107	45.8955223880597	57.33830845771144	50.24875621890547	30.09950248756219
sl01g00108	40.66193853427896	43.262411347517734	44.326241134751776	34.39716312056738
sl01g00109	41.36690647482014	55.57553956834533	33.093525179856115	35.431654676258994
sl01g00110	35.856992639327025	42.586750788643535	33.4384858044164	31.545741324921135
sl01g00111	37.13298791018998	41.968911917098445	33.16062176165803	36.26943005181347
sl01g00112	32.711442786069654	39.55223880597015	35.44776119402985	23.134328358208954
sl01g00113	44.74885844748859	52.397260273972606	35.61643835616438	46.23287671232877
sl01g00114	41.32674083230326	55.62422744128554	35.35228677379481	33.00370828182942
sl01g00115	44.08866995073892	57.389162561576356	39.40886699507389	35.467980295566505
sl01g00116	44.80234260614934	53.587115666178626	43.33821376281113	37.48169838945827
sl01g00117	42.46196403872752	46.47302904564315	47.302904564315355	33.60995850622407
sl01g00118	43.280977312390924	49.040139616055846	42.75741710296684	38.045375218150085
sl01g00119	40.64039408866995	50.98522167487685	34.23645320197044	36.69950738916256
sl01g00120	50.147492625368734	66.3716814159292	47.78761061946903	36.283185840707965
sl01g00121	44.927536231884055	52.17391304347826	36.78929765886288	45.819397993311036
sl01g00122	42.42928452579035	49.91680532445923	41.930116472545755	35.44093178036606
sl01g00123	43.90507011866235	52.750809061488674	41.42394822006472	37.54045307443366
sl01g00124	40.880503144654085	41.509433962264154	45.283018867924525	35.84905660377358
sl01g00125	43.87646432374867	53.03514376996805	43.45047923322684	35.14376996805112
sl01g00126	41.794871794871796	45.64102564102564	42.30769230769231	37.43589743589744
sl01g00127	41.44316730523627	49.23371647509578	44.44444444444444	30.65134099616858
sl01g00128	29.943502824858758	41.80790960451977	32.76836158192091	15.254237288135593
sl01g00129	43.55555555555556	48.0	42.666666666666664	40.0
sl01g00130	42.52873563218391	47.58620689655172	37.93103448275862	42.06896551724138
sl01g00131	35.714285714285715	19.642857142857142	37.5	50.0
sl01g00132	44.356955380577425	55.90551181102362	42.67716535433071	34.488188976377955
sl01g00133	33.0	41.75	38.25	19.0
sl01g00134	38.13905930470348	49.079754601226995	43.558282208588956	21.779141104294478
sl01g00135	34.44108761329305	37.16012084592145	41.08761329305136	25.075528700906343
sl01g00136	31.490787269681743	35.175879396984925	32.1608040201005	27.1356783919598
sl01g00137	41.1033411033411	49.65034965034965	37.76223776223776	35.8974358974359
sl01g00138	44.336569579288025	54.75728155339806	38.25242718446602	40.0
sl01g00139	41.39976275207592	49.73309608540925	35.40925266903915	39.05693950177936
sl01g00140	42.32111692844677	48.952879581151834	36.2565445026178	41.753926701570684
sl01g00141	42.38070805541303	50.38481272447409	36.27501282709082	40.48229861467419
sl01g00142	40.6829992576095	45.211581291759465	41.42538975501114	35.41202672605791
sl01g00143	39.61352657004831	38.405797101449274	42.7536231884058	37.68115942028985
sl01g00144	47.2108843537415	51.83673469387755	54.285714285714285	35.51020408163265
sl01g00145	44.91017964071856	46.706586826347305	47.30538922155689	40.7185628742515
sl01g00146	58.333333333333336	75.0	65.0	35.0
sl01g00147	47.916666666666664	51.822916666666664	39.583333333333336	52.34375
sl01g00148	38.28603227601558	44.574290484140235	38.898163606010016	31.385642737896493
sl01g00149	41.800152555301295	47.82608695652174	46.453089244851256	31.12128146453089
sl01g00150	40.76137418755803	47.63231197771588	37.04735376044568	37.60445682451253
sl01g00151	40.365682137834035	48.10126582278481	39.24050632911393	33.755274261603375
sl01g00152	44.55128205128205	52.56410256410256	41.666666666666664	39.42307692307692
sl01g00153	42.017368069472276	46.09218436873748	36.27254509018036	43.687374749499
sl01g00154	45.50561797752809	58.70786516853933	42.13483146067416	35.674157303370784
sl01g00155	38.969404186795494	44.08212560386473	38.888888888888886	33.93719806763285
sl01g00156	37.220843672456574	45.28535980148883	35.98014888337469	30.397022332506204
sl01g00157	38.527551942186086	47.696476964769644	38.21138211382114	29.67479674796748
sl01g00158	38.93491124260355	42.9585798816568	35.50295857988166	38.34319526627219
sl01g00159	38.299473288186604	48.53273137697517	39.05191873589165	27.313769751693002
sl01g00160	33.64978902953587	43.67088607594937	31.962025316455698	25.31645569620253
sl01g00161	32.80757097791798	41.32492113564669	30.28391167192429	26.813880126182966
sl01g00162	40.50711193568336	46.753246753246756	38.218923933209645	36.54916512059369
sl01g00163	41.38733705772812	47.3463687150838	37.08100558659218	39.73463687150838
sl01g00164	33.12302839116719	43.217665615141954	31.230283911671926	24.9211356466877
sl01g00165	42.04594711746857	47.724317295188555	37.711313394018205	40.70221066319896
sl01g00166	43.7962962962963	53.611111111111114	39.166666666666664	38.611111111111114
sl01g00167	40.86206896551724	49.05172413793103	39.78448275862069	33.75
sl01g00168	43.620776601109434	53.70650529500757	38.88048411497731	38.27534039334342
sl01g00169	43.601190476190474	49.55357142857143	45.833333333333336	35.416666666666664
sl01g00170	34.70225872689939	46.61190965092403	33.880903490759756	23.613963039014372
sl01g00171	45.475638051044086	51.97215777262181	38.51508120649652	45.93967517401392
sl01g00172	39.95891114535182	43.451463790446844	36.05546995377504	40.36979969183359
sl01g00173	42.085953878406706	44.9685534591195	44.496855345911946	36.79245283018868
sl01g00174	42.17130387343153	51.71849427168576	38.788870703764324	36.00654664484452
sl01g00175	43.724137931034484	48.13793103448276	42.06896551724138	40.96551724137931
sl01g00176	42.03586497890296	52.21518987341772	36.234177215189874	37.65822784810127
sl01g00177	42.50700280112045	47.05882352941177	39.285714285714285	41.1764705882353
sl01g00178	39.30348258706468	31.34328358208955	50.74626865671642	35.82089552238806
sl01g00179	35.45454545454545	48.18181818181818	23.636363636363637	34.54545454545455
sl01g00180	32.796780684104625	37.02213279678068	35.61368209255533	25.75452716297787
sl01g00181	44.907407407407405	43.05555555555556	43.05555555555556	48.611111111111114
sl01g00182	41.97530864197531	46.560846560846564	44.44444444444444	34.92063492063492
sl01g00183	43.13725490196079	52.24913494809689	37.0242214532872	40.13840830449827
sl01g00184	45.1338199513382	51.09489051094891	51.09489051094891	33.21167883211679
sl01g00185	42.48366013071895	25.49019607843137	56.86274509803921	45.09803921568628
sl01g00186	43.82583868665239	45.610278372591004	45.396145610278374	40.471092077087796
sl01g00187	41.51363383416806	52.25375626043406	33.3889816360601	38.898163606010016
sl01g00188	26.865671641791046	25.37313432835821	20.895522388059703	34.32835820895522
sl01g00189	39.435336976320585	42.622950819672134	34.3351548269581	41.34790528233151
sl01g00190	39.67661691542288	47.76119402985075	33.95522388059702	37.3134328358209
sl01g00191	42.04545454545455	53.73376623376623	37.33766233766234	35.064935064935064
sl01g00192	42.22222222222222	46.906906906906904	43.42342342342342	36.33633633633634
sl01g00193	44.12532637075718	52.87206266318538	41.253263707571804	38.25065274151436
sl01g00194	41.666666666666664	40.625	39.375	45.0
sl01g00195	41.89435336976321	44.26229508196721	44.80874316939891	36.612021857923494
sl01g00196	39.14409108755399	45.22968197879859	36.513545347467605	35.68904593639576
sl01g00197	45.085470085470085	48.07692307692308	45.51282051282051	41.666666666666664
sl01g00198	40.25717111770524	50.445103857566764	41.54302670623145	28.783382789317507
sl01g00199	39.42414174972315	49.16943521594684	32.89036544850498	36.21262458471761
sl01g00200	41.292356185973205	47.43892828999212	38.92828999211978	37.50985027580772
sl01g00201	44.12144702842377	54.554263565891475	41.08527131782946	36.724806201550386
sl01g00202	43.7962962962963	54.166666666666664	43.611111111111114	33.611111111111114
sl01g00203	40.50464807436919	49.00398406374502	37.25099601593625	35.2589641434263
sl01g00204	39.107005388760584	44.34180138568129	37.64434180138568	35.33487297921478
sl01g00205	38.712306438467806	43.27628361858191	37.40831295843521	35.45232273838631
sl01g00206	37.868480725623584	43.53741496598639	34.69387755102041	35.374149659863946
sl01g00207	39.97050147492625	47.34513274336283	38.05309734513274	34.51327433628319
sl01g00208	37.77777777777778	36.666666666666664	39.44444444444444	37.22222222222222
sl01g00209	38.345266507557675	42.720763723150355	34.84486873508353	37.47016706443914
sl01g00210	42.252456538170826	53.74149659863946	35.374149659863946	37.641723356009074
sl01g00211	45.31621493105088	52.06847360912982	41.940085592011414	41.940085592011414
sl01g00212	38.16526610644258	44.11764705882353	36.76470588235294	33.61344537815126
sl01g00213	36.70411985018727	43.17817014446228	35.47351524879615	31.46067415730337
sl01g00214	43.371943371943374	48.51994851994852	40.02574002574003	41.57014157014157
sl01g00215	44.78764478764479	54.826254826254825	47.1042471042471	32.432432432432435
sl01g00216	42.21251819505095	55.24017467248908	29.694323144104803	41.70305676855895
sl01g00217	40.62932226832642	49.170124481327804	39.73029045643153	32.98755186721991
sl01g00218	39.500567536889896	47.78660612939841	31.66855845629966	39.046538024971625
sl01g00219	41.85964912280702	50.73684210526316	35.578947368421055	39.26315789473684
sl01g00220	40.892531876138435	42.622950819672134	39.07103825136612	40.98360655737705
sl01g00221	48.510339992989834	55.94111461619348	41.85068349106204	47.73922187171399
sl01g00222	38.57142857142857	41.42857142857143	33.57142857142857	40.714285714285715
sl01g00223	43.570536828963796	48.31460674157304	39.325842696629216	43.07116104868914
sl01g00224	43.55555555555556	50.666666666666664	45.333333333333336	34.666666666666664
sl01g00225	27.513227513227513	26.984126984126984	30.158730158730158	25.396825396825395
sl01g00226	45.3168044077135	45.45454545454545	40.082644628099175	50.413223140495866
sl01g00227	40.8	39.6	38.4	44.4
sl01g00228	38.071895424836605	36.76470588235294	35.78431372549019	41.666666666666664
sl01g00229	40.64064064064064	49.249249249249246	34.83483483483484	37.83783783783784
sl01g00230	36.481700118063756	42.621015348288076	38.84297520661157	27.981109799291616
sl01g00231	40.866290018832395	59.32203389830509	40.112994350282484	23.163841807909606
sl01g00232	39.97050147492625	46.017699115044245	36.87315634218289	37.02064896755162
sl01g00233	42.074592074592076	46.50349650349651	40.90909090909091	38.81118881118881
sl01g00234	42.872117400419285	44.65408805031446	41.82389937106918	42.138364779874216
sl01g00235	44.236111111111114	52.5	45.208333333333336	35.0
sl01g00236	49.333333333333336	50.857142857142854	56.0	41.142857142857146
sl01g00237	40.874811463046754	42.53393665158371	47.963800904977376	32.126696832579185
sl01g00238	39.710144927536234	46.666666666666664	36.81159420289855	35.65217391304348
sl01g00239	45.17304189435337	39.89071038251366	45.90163934426229	49.72677595628415
sl01g00240	32.10702341137124	34.448160535117054	40.13377926421405	21.73913043478261
sl01g00241	41.896024464831804	48.62385321100918	32.11009174311926	44.95412844036697
sl01g00242	46.27039627039627	52.44755244755245	35.66433566433567	50.6993006993007
sl01g00243	39.450441609421	45.436702649656524	38.17468105986261	34.739941118743864
sl01g00244	46.48526077097506	55.78231292517007	39.45578231292517	44.21768707482993
sl01g00245	42.78215223097113	43.30708661417323	47.24409448818898	37.79527559055118
sl01g00246	42.369991474850806	50.0	41.43222506393862	35.67774936061381
sl01g00247	40.98504837291117	48.02110817941953	40.105540897097626	34.82849604221636
sl01g00248	32.200188857412655	38.243626062322946	34.56090651558074	23.796033994334277
sl01g00249	42.15384615384615	50.76923076923077	32.61538461538461	43.07692307692308
sl01g00250	46.046046046046044	57.95795795795796	46.546546546546544	33.633633633633636
sl01g00251	44.552845528455286	45.853658536585364	40.48780487804878	47.31707317073171
sl01g00252	44.589877835951135	49.21465968586387	47.12041884816754	37.43455497382199
sl01g00253	43.9521800281294	54.641350210970465	38.18565400843882	39.029535864978904
sl01g00254	41.91073919107392	50.31380753138075	35.98326359832636	39.43514644351465
sl01g00255	43.81390593047035	48.466257668711656	39.7239263803681	43.25153374233129
sl01g00256	43.364197530864196	47.99382716049383	40.4320987654321	41.666666666666664
sl01g00257	43.244653103808034	47.88732394366197	39.906103286384976	41.94053208137715
sl01g00258	42.72300469483568	47.104851330203445	40.84507042253521	40.21909233176839
sl01g00259	44.92063492063492	48.57142857142857	35.714285714285715	50.476190476190474
sl01g00260	39.55555555555556	46.0	37.333333333333336	35.333333333333336
sl01g00261	40.562248995983936	47.28915662650602	38.55421686746988	35.8433734939759
sl01g00262	42.28395061728395	47.4537037037037	36.574074074074076	42.824074074074076
sl01g00263	40.671971706454464	43.76657824933687	34.217506631299734	44.03183023872679
sl01g00264	35.87301587301587	43.80952380952381	35.0	28.80952380952381
sl01g00265	43.530701754385966	55.921052631578945	42.10526315789474	32.56578947368421
sl01g00266	45.06726457399103	49.10313901345292	41.25560538116592	44.84304932735426
sl01g00267	49.42528735632184	48.275862068965516	41.37931034482759	58.62068965517241
sl01g00268	49.04214559386973	48.275862068965516	41.37931034482759	57.47126436781609
sl01g00269	44.18960244648318	50.91743119266055	35.77981651376147	45.87155963302752
sl01g00270	43.49269588313413	51.99203187250996	35.657370517928285	42.82868525896414
sl01g00271	43.26031182159068	52.101835405565424	41.03019538188277	36.64890467732386
sl01g00272	43.280977312390924	50.78534031413613	36.12565445026178	42.931937172774866
sl01g00273	41.391184573002754	47.107438016528924	38.01652892561984	39.049586776859506
sl01g00274	52.0	60.0	56.0	40.0
sl01g00275	45.69055036344756	48.598130841121495	38.3177570093458	50.15576323987539
sl01g00276	44.74304573314474	55.58698727015559	43.14002828854314	35.5021216407355
sl01g00277	44.4231994901211	51.62523900573614	45.69789674952199	35.94646271510516
sl01g00278	49.12280701754386	45.175438596491226	46.49122807017544	55.70175438596491
sl01g00279	46.17737003058104	54.12844036697248	45.87155963302752	38.53211009174312
sl01g00280	37.80068728522337	45.876288659793815	32.98969072164948	34.5360824742268
sl01g00281	46.248462484624845	54.24354243542435	51.291512915129154	33.210332103321036
sl01g00282	42.857142857142854	48.65424430641822	38.71635610766045	41.200828157349896
sl01g00283	43.169398907103826	43.71584699453552	43.71584699453552	42.076502732240435
sl01g00284	43.262411347517734	53.723404255319146	41.48936170212766	34.57446808510638
sl01g00285	41.891891891891895	57.432432432432435	32.432432432432435	35.810810810810814
sl01g00286	45.25043177892919	50.77720207253886	36.78756476683938	48.18652849740933
sl01g00287	44.614264919941775	57.4235807860262	45.851528384279476	30.56768558951965
sl01g00288	36.484848484848484	42.90909090909091	37.09090909090909	29.454545454545453
sl01g00289	41.91096634093377	52.28013029315961	37.785016286644954	35.66775244299674
sl01g00290	43.49856321839081	53.01724137931034	39.6551724137931	37.82327586206897
sl01g00291	44.73829201101928	55.20661157024794	42.14876033057851	36.85950413223141
sl01g00292	41.03585657370518	45.418326693227094	41.03585657370518	36.65338645418327
sl01g00293	46.505376344086024	49.193548387096776	31.451612903225808	58.87096774193548
sl01g00294	40.828402366863905	53.25443786982248	30.17751479289941	39.053254437869825
sl01g00295	41.53846153846154	44.61538461538461	29.23076923076923	50.76923076923077
sl01g00296	38.702460850111855	45.30201342281879	35.738255033557046	35.06711409395973
sl01g00297	37.447988904299585	43.828016643550626	35.36754507628294	33.148404993065185
sl01g00298	42.79365079365079	52.57142857142857	41.904761904761905	33.904761904761905
sl01g00299	34.895833333333336	37.5	28.125	39.0625
sl01g00300	41.885143570536826	53.745318352059925	33.89513108614232	38.01498127340824
sl01g00301	32.97362110311751	40.64748201438849	31.654676258992804	26.618705035971225
sl01g00302	41.98717948717949	51.92307692307692	39.90384615384615	34.13461538461539
sl01g00303	44.074074074074076	55.55555555555556	36.111111111111114	40.55555555555556
sl01g00304	48.98550724637681	52.17391304347826	54.78260869565217	40.0
sl01g00305	46.15384615384615	47.863247863247864	49.572649572649574	41.02564102564103
sl01g00306	47.53623188405797	49.130434782608695	49.130434782608695	44.34782608695652
sl01g00307	47.12643678160919	48.96551724137931	49.6551724137931	42.758620689655174
sl01g00308	47.839506172839506	53.7037037037037	46.2962962962963	43.51851851851852
sl01g00309	47.61904761904762	58.095238095238095	44.76190476190476	40.0
sl01g00310	44.73684210526316	45.6140350877193	46.49122807017544	42.10526315789474
sl01g00311	47.990543735224584	50.354609929078016	48.93617021276596	44.680851063829785
sl01g00312	46.846846846846844	49.32432432432432	52.7027027027027	38.513513513513516
sl01g00313	39.86486486486486	44.763513513513516	36.148648648648646	38.682432432432435
sl01g00314	45.68690095846645	58.146964856230035	46.96485623003195	31.94888178913738
sl01g00315	40.363349131121645	46.91943127962085	36.96682464454976	37.203791469194314
sl01g00316	39.6551724137931	39.6551724137931	45.689655172413794	33.62068965517241
sl01g00317	42.67453294001967	49.557522123893804	39.823008849557525	38.64306784660767
sl01g00318	42.45187436676798	51.671732522796354	40.121580547112465	35.56231003039514
sl01g00319	41.49184149184149	49.65034965034965	40.20979020979021	34.61538461538461
sl01g00320	43.0944963655244	53.58255451713396	39.25233644859813	36.44859813084112
sl01g00321	43.734335839599	51.50375939849624	42.857142857142854	36.8421052631579
sl01g00322	39.08045977011494	46.74329501915709	33.71647509578544	36.7816091954023
sl01g00323	37.66233766233766	45.45454545454545	39.61038961038961	27.92207792207792
sl01g00324	34.074074074074076	37.77777777777778	36.111111111111114	28.333333333333332
sl01g00325	42.07070707070707	46.96969696969697	43.93939393939394	35.303030303030305
sl01g00326	33.42670401493931	43.417366946778714	30.532212885154063	26.330532212885153
sl01g00327	36.99530516431925	47.32394366197183	35.2112676056338	28.450704225352112
sl01g00328	36.76075268817204	44.354838709677416	34.07258064516129	31.85483870967742
sl01g00329	36.43564356435643	45.148514851485146	34.65346534653465	29.504950495049506
sl01g00330	43.38164251207729	50.72463768115942	37.10144927536232	42.31884057971015
sl01g00331	36.254980079681275	45.61752988047809	33.46613545816733	29.681274900398407
sl01g00332	44.270833333333336	56.770833333333336	42.708333333333336	33.333333333333336
sl01g00333	38.067632850241544	40.289855072463766	35.36231884057971	38.55072463768116
sl01g00334	42.02483285577841	46.99140401146132	44.69914040114613	34.383954154727796
sl01g00335	34.0	40.0	36.0	26.0
sl01g00336	31.923714759535656	39.30348258706468	33.333333333333336	23.134328358208954
sl01g00337	46.13821138211382	57.6219512195122	42.98780487804878	37.80487804878049
sl01g00338	34.74784747847478	49.07749077490775	35.42435424354244	19.74169741697417
sl01g00339	43.44391785150079	48.34123222748815	45.497630331753555	36.492890995260666
sl01g00340	43.97081413210446	55.645161290322584	42.97235023041475	33.294930875576036
sl01g00341	43.015214384508994	48.54771784232365	45.22821576763486	35.26970954356847
sl01g00342	44.72671285604311	50.80831408775982	40.415704387990765	42.956120092378754
sl01g00343	39.421157684630735	45.209580838323355	34.80538922155689	38.24850299401198
sl01g00344	46.02510460251046	54.39330543933055	41.42259414225941	42.25941422594142
sl01g00345	43.529411764705884	49.11764705882353	38.529411764705884	42.94117647058823
sl01g00346	36.881908086096566	43.280977312390924	37.347294938917976	30.017452006980804
sl01g00347	40.68181818181818	46.81818181818182	29.318181818181817	45.90909090909091
sl01g00348	41.59356725146199	50.43859649122807	33.55263157894737	40.78947368421053
sl01g00349	42.1735604217356	51.824817518248175	40.87591240875913	33.819951338199516
sl01g00350	41.48936170212766	51.59574468085106	42.5531914893617	30.319148936170212
sl01g00351	38.333333333333336	42.5	37.5	35.0
sl01g00352	44.18828049951969	48.70317002881844	37.752161383285305	46.10951008645533
sl01g00353	42.090395480225986	51.271186440677965	41.101694915254235	33.898305084745765
sl01g00354	42.55765199161426	49.895178197064986	36.897274633123686	40.880503144654085
sl01g00355	42.7255985267035	48.89502762430939	46.96132596685083	32.32044198895028
sl01g00356	39.844509232264336	42.565597667638485	37.02623906705539	39.94169096209912
sl01g00357	48.65900383141762	52.87356321839081	51.724137931034484	41.37931034482759
sl01g00358	43.6036036036036	54.054054054054056	29.18918918918919	47.567567567567565
sl01g00359	44.395604395604394	52.637362637362635	39.010989010989015	41.53846153846154
sl01g00360	45.18125552608311	61.0079575596817	38.19628647214854	36.3395225464191
sl01g00361	45.57823129251701	47.61904761904762	40.816326530612244	48.29931972789116
sl01g00362	42.51012145748988	53.84615384615385	33.19838056680162	40.48582995951417
sl01g00363	47.64890282131662	49.21630094043887	53.291536050156736	40.43887147335423
