id,chr1,chr2,start1,end1,start2,end2,pvalue,length,ks_median,ks_average,homo1,homo2,homo3,homo4,homo5,block1,block2,ks,tandem_ratio,density1,density2,class1,class2
63,1,2,2079.0,2164.0,3421.0,3528.0,0.0952,10,1.7121,2.0199125,0.8,1.0,1.0,1.0,1.0,2079_2087_2102_2110_2116_2120_2134_2151_2155_2164,3421_3425_3436_3449_3457_3463_3485_3508_3510_3528,4.331_1.7749_2.1425_1.3329_1.6493_-1_1.5868_1.3328_2.0091_-1,0.0,0.1162790697674418,0.0925925925925925,0,0
64,1,2,1016.0,1043.0,1055.0,1085.0,0.053,7,2.4421,2.2058500000000003,0.5714285714285714,0.8571428571428571,1.0,1.0,1.0,1016_1023_1026_1035_1036_1039_1043,1055_1057_1068_1071_1072_1075_1085,1.4659_2.5003_-1_1.5714_2.5583_2.3839_2.7553,0.0,0.25,0.2258064516129032,0,0
65,1,2,1823.0,1856.0,887.0,912.0,0.0774,6,1.6231,1.75122,0.5,0.6666666666666666,0.8333333333333334,0.8333333333333334,1.0,1823_1824_1832_1837_1839_1856,887_888_892_894_901_912,1.586_1.5661_-1_2.1628_1.8181_1.6231,0.0,0.1764705882352941,0.2307692307692307,0,0
74,1,2,1205.0,1388.0,867.0,694.0,0.1178,40,1.8107,1.989114705882352,0.6,0.875,0.925,0.975,0.975,1205_1208_1219_1226_1229_1233_1237_1245_1249_1251_1257_1258_1260_1263_1267_1268_1270_1272_1273_1277_1279_1291_1292_1295_1296_1304_1306_1322_1323_1338_1339_1340_1346_1348_1352_1358_1362_1370_1387_1388,867_858_853_836_834_833_825_821_817_812_810_808_807_805_804_803_801_797_796_789_788_781_780_772_767_766_765_756_754_746_744_743_728_725_723_714_710_701_695_694,1.168_1.6543_-1_1.8064_1.9197_-1_2.9213_2.1458_1.4554_5.4968_1.4324_1.8568_1.5982_2.4575_1.9138_1.6833_2.0129_1.8113_1.5868_1.3518_1.8101_1.2086_2.5534_2.6125_1.6035_1.4979_2.0299_-1_1.4953_-1_3.3193_-1_2.0185_-1_1.3426_1.503_2.7176_1.9024_2.3449_1.3979,0.0023809523809523,0.217391304347826,0.2298850574712643,0,0
75,1,2,1404.0,1491.0,680.0,585.0,0.1083,20,1.9994,2.2143823529411764,0.6,0.65,0.75,0.8,0.85,1404_1407_1409_1411_1422_1427_1428_1430_1431_1433_1441_1443_1459_1462_1474_1485_1486_1487_1490_1491,680_673_670_668_656_653_649_645_642_640_633_626_616_612_604_596_595_592_586_585,3.3489_1.9994_0.9933_2.1441_2.2107_1.6031_1.9561_2.2227_1.5869_-1_4.7094_1.95_2.3102_1.8309_-1_3.7518_1.365_1.2231_-1_2.4389,0.009090909090909,0.2272727272727272,0.2083333333333333,0,0
76,1,2,1511.0,1531.0,564.0,540.0,0.023,8,1.7037,1.922175,0.875,0.875,1.0,1.0,1.0,1511_1512_1513_1524_1526_1527_1530_1531,564_563_556_548_545_542_541_540,-1_1.8121_2.6914_1.5953_1.5899_-1_-1_-1,0.0,0.3809523809523809,0.32,0,0
85,1,3,1779.0,1935.0,640.0,369.0,0.0659,45,1.9418,2.074,0.7555555555555555,0.9333333333333332,0.9555555555555556,0.9777777777777776,0.9777777777777776,1779_1781_1782_1785_1787_1789_1791_1795_1796_1797_1803_1805_1809_1814_1824_1832_1837_1839_1840_1843_1849_1854_1855_1868_1869_1870_1877_1883_1886_1892_1895_1902_1908_1909_1910_1913_1914_1915_1919_1923_1924_1928_1930_1934_1935,640_638_637_627_622_612_611_600_599_595_587_580_573_566_562_557_552_541_540_539_532_509_506_495_485_484_477_469_466_450_444_428_423_422_421_418_411_410_407_403_402_396_391_385_369,1.7768_3.5716_2.8657_-1_1.7399_1.2038_1.5848_2.0499_1.6203_-1_1.5023_2.3012_0.991_2.4652_1.6268_-1_-1_-1_2.7893_-1_-1_1.2369_1.6354_2.2012_1.5169_1.9962_-1_-1_-1_2.1704_1.9901_2.75_4.0757_-1_2.0043_2.8003_1.6797_1.58_1.8935_1.2825_-1_1.7199_3.0475_-1_2.6989,0.0004830917874396,0.286624203821656,0.1654411764705882,0,0
86,1,3,1946.0,2050.0,341.0,203.0,0.0507,24,1.9605,2.034635,0.75,0.9166666666666666,0.9166666666666666,0.9583333333333334,1.0,1946_1951_1960_1964_1966_1972_1977_1983_1987_1988_1989_1993_1994_1998_2018_2020_2027_2028_2035_2037_2038_2043_2049_2050,341_337_325_319_318_307_303_296_283_280_271_267_263_260_250_247_241_239_225_219_218_210_205_203,1.7619_2.2818_1.7868_2.8656_1.9913_1.3916_1.9297_1.4022_2.2143_2.5093_-1_2.0137_1.798_1.8816_1.8611_2.3985_2.4694_2.0347_-1_2.9784_-1_1.2945_1.8283_-1,0.0238095238095238,0.2285714285714285,0.1726618705035971,0,0
87,1,3,1721.0,1767.0,744.0,681.0,0.0326,10,1.78325,1.7449100000000002,0.9,0.9,1.0,1.0,1.0,1721_1723_1724_1728_1731_1736_1744_1753_1754_1767,744_740_739_729_723_721_704_699_698_681,2.2304_1.5064_1.5432_1.3267_1.8136_1.8357_1.6534_1.7717_1.7948_1.9732,0.0,0.2127659574468085,0.15625,0,0
88,1,3,2083.0,2131.0,172.0,107.0,0.0771,9,1.866,2.01765,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.8888888888888888,1.0,2083_2101_2102_2103_2106_2109_2118_2125_2131,172_160_157_156_149_145_126_114_107,1.6043_1.7307_-1_2.9862_2.1246_2.0013_1.6588_-1_-1,0.0404040404040404,0.1836734693877551,0.1363636363636363,0,0
94,1,6,767.0,801.0,660.0,702.0,0.0814,5,1.7525,1.7895666666666663,1.0,1.0,1.0,1.0,1.0,767_770_785_796_801,660_663_681_691_702,-1_2.2201_1.7525_1.3961_-1,0.0,0.1428571428571428,0.1162790697674418,0,0
96,1,6,1007.0,1339.0,482.0,227.0,0.1164,57,1.9359,2.017427659574468,0.6842105263157895,0.8771929824561403,0.912280701754386,0.9473684210526316,0.9473684210526316,1007_1019_1026_1032_1039_1041_1049_1051_1052_1060_1067_1077_1078_1087_1088_1095_1102_1107_1111_1119_1130_1131_1135_1136_1138_1156_1166_1180_1190_1199_1207_1212_1216_1218_1234_1236_1237_1238_1244_1245_1252_1259_1268_1273_1276_1277_1280_1284_1292_1296_1299_1303_1313_1314_1319_1338_1339,482_470_452_450_443_436_430_428_423_414_413_410_408_401_398_396_395_394_390_385_383_381_379_378_375_358_357_349_348_330_323_318_316_314_305_304_302_299_298_292_286_282_279_274_273_270_267_266_259_257_255_254_251_250_247_230_227,1.0953_2.3748_2.5977_3.0367_2.8239_-1_1.3791_1.3802_-1_1.9178_2.5591_1.8774_2.1199_1.9163_-1_2.5256_1.9359_1.5401_1.2483_1.5745_2.1242_2.0735_2.1899_1.2063_-1_1.88_1.98_2.4257_1.6644_3.23_2.5405_-1_2.1108_-1_2.1991_1.4213_1.8061_1.4076_1.1897_1.6152_2.9224_2.1481_1.4475_1.8378_-1_1.3485_2.4435_2.224_2.6694_1.4713_2.6956_1.9102_-1_1.4087_-1_-1_3.3252,0.0,0.1711711711711711,0.22265625,0,0
97,1,6,852.0,907.0,655.0,593.0,0.0085,14,2.1947,2.1000769230769234,0.9285714285714286,1.0,1.0,1.0,1.0,852_858_861_863_864_865_877_879_884_886_887_890_901_907,655_646_637_634_632_631_628_622_620_619_618_614_600_593,2.4816_1.7991_1.7689_2.3513_-1_2.3276_2.1947_2.722_1.6692_1.571_2.3806_1.7579_2.5337_1.7434,0.0,0.25,0.2222222222222222,0,0
98,1,6,1355.0,1388.0,198.0,161.0,0.0379,13,1.85425,1.8977,0.6923076923076923,0.7692307692307693,0.9230769230769232,0.9230769230769232,0.9230769230769232,1355_1358_1359_1360_1361_1362_1365_1371_1378_1380_1381_1387_1388,198_196_195_192_191_190_187_177_167_166_165_162_161,2.0606_1.2746_1.8617_2.0876_1.3109_1.5126_1.8468_1.571_2.4172_1.5967_2.953_2.2797_-1,0.0,0.3823529411764705,0.3421052631578947,0,0
99,1,6,1508.0,1550.0,57.0,17.0,0.0307,11,2.088,2.1912333333333334,0.9090909090909092,1.0,1.0,1.0,1.0,1508_1518_1522_1523_1524_1533_1539_1542_1548_1549_1550,57_52_50_49_48_41_26_23_21_19_17,-1_2.9998_2.8179_1.9987_1.8247_1.7343_-1_2.088_1.8115_2.3216_2.1246,0.0,0.2558139534883721,0.2682926829268293,0,0
100,1,6,932.0,989.0,566.0,512.0,0.0814,12,1.8029,1.882663636363636,0.3333333333333333,0.5,0.6666666666666666,0.75,0.75,932_933_950_954_957_962_964_968_975_985_988_989,566_565_554_550_548_543_538_534_531_520_516_512,2.7793_1.8005_-1_1.0342_1.7741_1.8231_1.8029_2.4656_1.4663_1.6248_2.2634_1.8751,0.0,0.2068965517241379,0.2181818181818181,0,0
101,1,6,1455.0,1487.0,102.0,76.0,0.0376,6,1.6342,1.6544,0.6666666666666666,1.0,1.0,1.0,1.0,1455_1459_1461_1469_1478_1487,102_99_98_93_88_76,1.6342_1.6289_1.857_1.7486_-1_1.4033,0.0,0.1818181818181818,0.2222222222222222,0,0
102,1,6,1415.0,1441.0,144.0,115.0,0.0472,6,3.0114,2.8648800000000003,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,1415_1417_1424_1427_1438_1441,144_140_134_132_126_115,3.7804_2.3128_1.5613_3.0114_3.6585_-1,0.0,0.2222222222222222,0.2,0,0
112,1,8,1537.0,1557.0,1569.0,1544.0,0.0685,5,2.7867,2.7867,0.2,0.6,0.6,1.0,1.0,1537_1538_1539_1549_1557,1569_1568_1567_1559_1544,-1_-1_-1_3.7299_1.8435,0.0,0.238095238095238,0.1923076923076923,0,0
114,1,9,1767.0,1792.0,302.0,284.0,0.0341,6,2.1506,2.18392,0.5,1.0,1.0,1.0,1.0,1767_1778_1780_1785_1787_1792,302_297_291_288_287_284,2.9922_2.186_2.1506_-1_1.8659_1.7249,0.0,0.2307692307692307,0.3157894736842105,0,0
115,1,9,1161.0,1190.0,277.0,231.0,0.1189,5,1.7532,1.93936,1.0,1.0,1.0,1.0,1.0,1161_1182_1184_1188_1190,277_253_245_239_231,2.734_1.7532_2.7535_1.0279_1.4282,0.0,0.1666666666666666,0.1063829787234042,0,0
119,10,10,786.0,1040.0,788.0,1041.0,0.1729,55,0.42595,0.5590240740740741,0.5636363636363636,0.6909090909090909,0.7636363636363637,0.8181818181818182,0.8909090909090909,786_797_800_803_811_833_834_835_847_849_861_876_884_889_894_895_896_897_898_900_909_922_930_931_932_933_934_935_936_940_941_942_958_962_963_970_971_973_974_976_978_982_985_986_987_988_993_995_997_1008_1013_1018_1021_1035_1040,788_798_801_808_812_832_833_834_848_850_862_877_885_890_892_894_898_899_901_902_910_923_929_930_931_932_933_934_935_941_942_943_959_963_965_967_970_971_972_975_976_979_982_985_986_987_992_993_998_1011_1014_1020_1024_1036_1041,0.7803_0.0145_1.0666_-1_0.6976_1.1507_1.7527_1.7264_0.4174_1.5769_0.9152_0.2741_0.1682_0.2639_0.0671_0.7563_0.2993_0.3098_0.2375_0.3497_0.6144_1.4855_0.9127_0.8962_0.6708_0.0717_0.7818_0.8849_0.1938_0.1909_0.2947_0.4346_0.1147_0.0404_0.212_0.8532_0.4364_0.8611_0.9548_0.8917_0.576_0.2688_0.2519_0.0931_0.0193_0.0_0.4267_0.4252_0.1113_0.8093_0.0_0.2199_0.2919_1.1241_0.9493,0.3684848484848484,0.2156862745098039,0.2165354330708661,0,0
122,10,10,1333.0,1395.0,1334.0,1396.0,0.1564,14,0.48695,0.706557142857143,0.6428571428571429,0.8571428571428571,1.0,1.0,1.0,1333_1337_1360_1361_1362_1385_1386_1388_1389_1390_1391_1392_1393_1395,1334_1340_1361_1362_1363_1381_1385_1386_1387_1389_1390_1391_1392_1396,0.1417_0.5099_0.9954_2.264_1.5981_0.872_1.3559_0.0808_0.1033_0.2173_0.2928_0.464_0.864_0.1326,0.4962406015037594,0.2222222222222222,0.2222222222222222,0,0
124,10,10,1499.0,1544.0,1498.0,1547.0,0.1423,14,0.68065,0.8075785714285714,0.3571428571428571,0.5,0.5714285714285714,0.7142857142857143,0.7857142857142857,1499_1500_1506_1514_1515_1521_1522_1529_1530_1531_1532_1539_1543_1544,1498_1499_1500_1513_1514_1524_1525_1530_1532_1533_1534_1540_1546_1547,0.5769_0.6512_1.812_0.7693_1.8157_0.0818_0.0295_1.9111_0.7101_0.5674_1.2567_0.9812_0.071_0.0722,0.1677018633540372,0.3043478260869565,0.28,0,0
126,10,10,1211.0,1271.0,1212.0,1272.0,0.1933,10,0.2799999999999999,0.32575,0.6,0.6,0.8,0.9,0.9,1211_1222_1225_1231_1232_1233_1237_1239_1249_1271,1212_1223_1226_1232_1233_1236_1239_1241_1250_1272,0.1087_0.4261_0.599_0.0027_0.1512_0.5343_0.6913_0.1842_0.2196_0.3404,0.1333333333333333,0.1639344262295081,0.1639344262295081,0,0
127,10,10,1121.0,1172.0,1119.0,1170.0,0.1074,8,0.18175,0.1978,1.0,1.0,1.0,1.0,1.0,1121_1125_1126_1127_1144_1145_1163_1172,1119_1123_1124_1125_1148_1150_1165_1170,0.3222_0.3594_0.2432_0.1203_0.0_0.0137_0.4164_0.1072,0.0138888888888888,0.1538461538461538,0.1538461538461538,0,0
129,10,10,357.0,398.0,358.0,397.0,0.1311,7,1.04715,1.25355,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,357_363_367_377_389_397_398,358_365_368_384_390_396_397,1.0619_1.0324_3.4834_0.0112_0.7812_1.1512_-1,0.0178571428571428,0.1666666666666666,0.175,0,0
130,10,10,1072.0,1087.0,1073.0,1085.0,0.024,5,0.2199,0.26274,1.0,1.0,1.0,1.0,1.0,1072_1077_1079_1081_1087,1073_1075_1080_1082_1085,0.0973_0.5015_0.2199_0.128_0.367,0.0,0.3125,0.3846153846153846,0,0
131,10,10,1294.0,1308.0,1296.0,1309.0,0.0854,6,0.6892,0.8849333333333335,0.5,0.5,0.8333333333333334,1.0,1.0,1294_1300_1303_1304_1306_1308,1296_1302_1304_1306_1307_1309,2.0952_1.6305_0.1074_0.0981_0.1554_1.223,0.2,0.4,0.4285714285714285,0,0
132,10,10,1426.0,1448.0,1427.0,1449.0,0.146,6,0.89245,0.75405,0.5,0.6666666666666666,1.0,1.0,1.0,1426_1432_1433_1446_1447_1448,1427_1433_1434_1447_1448_1449,0.7367_0.3149_0.0289_1.0482_1.1031_1.2925,0.303030303030303,0.2608695652173913,0.2608695652173913,0,0
134,10,10,1643.0,1653.0,1644.0,1652.0,0.088,5,0.5436,0.8631,0.2,0.2,0.2,0.6,0.6,1643_1650_1651_1652_1653,1644_1649_1650_1651_1652,2.4392_0.5436_0.8214_0.3554_0.1559,0.4923076923076923,0.4545454545454545,0.5555555555555556,0,0
137,10,10,1354.0,1403.0,1275.0,1317.0,0.1736,5,1.8343,1.7494599999999998,0.2,0.4,0.6,0.6,0.6,1354_1375_1395_1398_1403,1275_1276_1283_1302_1317,0.4129_4.1868_0.078_1.8343_2.2353,0.0,0.1,0.1162790697674418,0,0
158,10,2,137.0,370.0,1618.0,1830.0,0.118,32,2.00495,2.211032142857143,0.625,0.875,0.9375,0.9375,0.9375,137_146_155_156_169_178_186_197_198_209_214_220_226_233_240_259_266_268_278_281_291_295_317_323_338_340_352_357_358_361_368_370,1618_1625_1637_1638_1660_1668_1679_1683_1684_1692_1707_1711_1714_1717_1719_1734_1738_1742_1748_1753_1758_1762_1783_1784_1789_1791_1799_1812_1813_1815_1827_1830,2.4074_1.5493_1.5881_1.6971_1.21_3.5649_2.364_3.1505_2.2977_1.9385_2.4352_1.7659_1.566_1.8642_2.5672_2.5632_1.6171_2.0714_-1_1.7725_1.7686_5.0407_2.0751_1.7899_2.1716_1.4821_-1_-1_3.4786_-1_1.8123_2.2998,0.0138888888888888,0.1367521367521367,0.1502347417840375,0,0
159,10,2,528.0,582.0,1944.0,1981.0,0.0393,9,2.0197000000000003,2.1478375,0.7777777777777778,0.8888888888888888,1.0,1.0,1.0,528_545_547_550_560_563_564_568_582,1944_1949_1953_1957_1963_1971_1972_1978_1981,3.5133_2.4145_1.6858_2.2528_1.9213_1.8044_2.1181_1.4725_-1,0.0,0.1636363636363636,0.2368421052631578,0,0
160,10,2,793.0,850.0,2025.0,2083.0,0.1146,10,2.2461,2.5107222222222223,0.5,0.5,0.8,0.9,0.9,793_808_817_821_824_827_829_830_849_850,2025_2039_2050_2054_2056_2062_2068_2070_2080_2083,3.8896_3.4726_1.803_1.4033_1.7838_2.5357_2.1643_-1_3.2981_2.2461,0.0333333333333333,0.1724137931034483,0.1694915254237288,0,0
161,10,2,700.0,748.0,2130.0,2183.0,0.1351,10,1.8255,1.956125,0.3,0.4,0.5,0.5,0.7,700_703_704_710_713_714_727_731_744_748,2130_2131_2136_2138_2145_2149_2157_2161_2164_2183,1.6726_1.7564_-1_1.7259_2.4883_2.8462_-1_1.8946_1.255_2.01,0.1124999999999999,0.2040816326530612,0.1851851851851851,0,0
162,10,2,464.0,491.0,1895.0,1921.0,0.0593,6,1.89885,2.3459250000000003,0.6666666666666666,0.8333333333333334,1.0,1.0,1.0,464_469_475_480_482_491,1895_1904_1907_1909_1910_1921,1.2856_1.4845_4.3004_-1_-1_2.3132,0.0,0.2142857142857142,0.2222222222222222,0,0
163,10,2,386.0,414.0,1852.0,1881.0,0.046,5,1.86075,2.31565,0.8,0.8,0.8,1.0,1.0,386_394_400_404_414,1852_1857_1860_1861_1881,1.8218_3.8698_1.6713_-1_1.8997,0.0,0.1724137931034483,0.1666666666666666,0,0
164,10,2,1459.0,1484.0,2198.0,2206.0,0.087,5,1.90115,1.833275,0.0,0.0,0.0,0.0,0.0,1459_1470_1481_1482_1484,2198_2200_2201_2203_2206,1.1416_1.4223_-1_2.38_2.3892,0.1142857142857143,0.1923076923076923,0.5555555555555556,0,0
166,10,2,400.0,457.0,1902.0,1862.0,0.1342,8,1.7897,1.8035375,0.5,0.625,0.875,0.875,0.875,400_407_414_418_428_430_437_457,1902_1886_1881_1878_1867_1866_1863_1862,2.2273_1.5816_1.8997_1.7465_1.7899_1.7895_2.0697_1.3241,0.05,0.1379310344827586,0.1951219512195122,0,0
167,10,2,775.0,802.0,2036.0,2009.0,0.0761,6,1.92055,2.201366666666667,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,775_777_793_794_798_802,2036_2033_2025_2015_2011_2009,2.3002_1.7581_3.8896_2.083_1.7437_1.4336,0.0,0.2142857142857142,0.2142857142857142,0,0
168,10,2,1542.0,1585.0,2107.0,2096.0,0.0284,6,2.1059,2.63836,0.5,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,1542_1548_1549_1559_1575_1585,2107_2105_2104_2102_2099_2096,1.6346_1.6059_-1_3.652_4.1934_2.1059,0.0,0.1363636363636363,0.5,0,0
169,10,7,444.0,576.0,580.0,704.0,0.0759,27,1.9123,1.9780954545454548,0.7407407407407407,0.8518518518518519,0.8888888888888888,0.8888888888888888,0.925925925925926,444_445_450_451_455_456_463_471_476_479_480_481_487_489_494_517_527_533_541_549_556_557_558_564_572_573_576,580_588_602_604_607_609_613_622_624_625_628_634_640_641_645_647_650_662_663_669_681_682_683_690_701_703_704,1.6417_2.716_1.86_2.4316_2.7243_3.023_-1_2.2381_1.6061_2.4019_-1_-1_1.5342_1.9065_1.7274_-1_1.7446_-1_1.4435_1.9881_1.9676_1.0298_1.898_1.9542_2.5702_1.9181_1.1932,0.0051085568326947,0.2030075187969924,0.216,0,0
170,10,7,651.0,752.0,1438.0,1547.0,0.1222,25,1.8812,2.040238095238096,0.48,0.56,0.6,0.6,0.64,651_652_654_655_656_658_659_669_678_679_682_683_689_695_696_697_713_717_722_730_732_737_741_746_752,1438_1439_1440_1442_1443_1450_1451_1460_1468_1470_1482_1485_1488_1493_1494_1495_1498_1505_1515_1528_1529_1535_1538_1539_1547,1.6911_1.7669_2.1374_2.2739_1.6112_2.8006_1.7247_2.8559_-1_2.0961_-1_2.5299_1.7069_-1_1.3472_2.5226_3.124_1.7266_1.2799_1.8541_1.3998_1.8964_2.6186_-1_1.8812,0.1381818181818181,0.2450980392156862,0.2272727272727272,0,0
171,10,7,765.0,829.0,735.0,797.0,0.0226,17,1.9578,2.301292307692308,0.6470588235294118,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,765_768_769_775_777_778_781_782_784_791_803_808_816_818_819_820_829,735_738_739_742_747_749_750_751_754_757_764_765_773_777_778_781_797,1.4186_1.6994_-1_2.1032_1.2685_-1_1.9578_3.7527_-1_1.9302_5.8915_-1_1.8241_2.2171_1.6258_2.1862_2.0417,0.0123839009287925,0.2615384615384615,0.2698412698412698,0,0
172,10,7,340.0,404.0,516.0,587.0,0.0307,14,1.8068,2.210045454545454,0.8571428571428571,1.0,1.0,1.0,1.0,340_341_344_345_346_347_359_361_369_372_381_382_395_404,516_517_518_520_524_528_541_544_551_555_570_577_585_587,1.8068_-1_2.6275_-1_1.5068_1.5857_-1_4.0901_2.5508_1.2168_3.4084_2.1537_1.5995_1.7644,0.0,0.2153846153846154,0.1944444444444444,0,0
173,10,7,1412.0,1438.0,1780.0,1806.0,0.0418,5,2.3147,2.322275,0.8,1.0,1.0,1.0,1.0,1412_1418_1419_1431_1438,1780_1787_1790_1799_1806,2.905_1.7547_-1_2.0023_2.6271,0.0,0.1851851851851851,0.1851851851851851,0,0
175,10,7,1311.0,1330.0,1843.0,1879.0,0.107,5,2.3412,2.26384,0.8,0.8,1.0,1.0,1.0,1311_1312_1319_1327_1330,1843_1845_1855_1864_1879,2.4352_2.3412_3.4393_1.5285_1.575,0.0,0.25,0.1351351351351351,0,0
176,10,7,19.0,331.0,1229.0,906.0,0.083,59,1.84885,1.931836956521739,0.7796610169491526,0.9491525423728814,0.9661016949152542,1.0,1.0,19_23_24_31_39_40_42_44_47_50_54_57_58_62_82_106_110_116_127_132_139_143_155_156_158_173_194_198_199_204_206_209_215_216_220_232_233_236_243_244_256_260_261_264_266_269_273_274_277_279_292_302_303_305_311_316_327_329_331,1229_1222_1221_1208_1204_1203_1199_1198_1196_1194_1176_1172_1171_1168_1153_1141_1136_1130_1121_1118_1111_1109_1086_1084_1078_1069_1060_1055_1053_1051_1050_1049_1032_1031_1025_1021_1020_1013_1008_1005_990_985_980_979_975_968_964_961_959_954_950_932_931_928_922_921_912_910_906,2.0612_1.9509_1.7309_1.6075_2.3751_1.5717_1.9727_1.5424_1.9339_1.3992_-1_2.0671_1.83_2.5252_2.869_1.6475_2.3245_1.9341_4.2204_1.8335_1.6705_1.9085_-1_1.4891_1.2046_-1_1.629_-1_2.0612_1.4039_1.8879_1.6571_2.3817_1.4703_1.8179_1.0813_1.4535_-1_1.9447_-1_-1_2.2345_1.422_1.7849_-1_1.828_-1_2.1862_1.5243_2.0203_3.9838_1.8642_-1_1.2408_-1_1.897_-1_2.4205_-1,0.004304546677428,0.1884984025559105,0.1820987654320987,0,0
